Order_ID,Customer_ID,Order_Date,Region,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount
ORD-107318,CUST-1280,2024-01-23,Québec,Magasin,Sports,Vélo,1,230.7,0.1
ORD-105234,CUST-0690,2024-08-06,Colombie-Britannique,Téléphone,Beauté,Parfum,1,63.6,0.0
ORD-102068,CUST-0144,2024-09-07,Colombie-Britannique,Téléphone,Sports,Raquette,2,320.04,0.0
ORD-102907,CUST-0349,2024-02-13,Colombie-Britannique,Magasin,Vêtements,T-shirt,5,170.99,0.05
ORD-106582,CUST-1008,2024-11-25,Colombie-Britannique,En ligne,Sports,Sac sport,1,15.22,0.05
ORD-106243,CUST-0754,2024-06-12,Colombie-Britannique,Magasin,Électronique,Clavier,3,742.5,0.0
ORD-100644,CUST-0897,2025-04-21,Manitoba,Magasin,Sports,Vélo,1,29.22,0.1
ORD-107524,CUST-0535,2024-12-14,Alberta,En ligne,Beauté,Soin visage,1,137.84,0.0
ORD-106063,CUST-0240,2025-04-04,Alberta,Téléphone,Électronique,Clavier,1,296.88,0.15
ORD-106868,CUST-0673,2024-10-14,Manitoba,Magasin,Maison,Aspirateur,2,150.11,0.2
ORD-103856,CUST-0653,2025-05-21,Manitoba,Magasin,Électronique,Écran,2,158.89,0.0
ORD-107561,CUST-0683,2025-11-27,Ontario,Téléphone,Électronique,Casque audio,3,476.43,0.0
ORD-100120,CUST-1250,2024-02-22,Colombie-Britannique,Téléphone,Vêtements,Chaussures,2,131.68,0.05
ORD-101777,CUST-0588,2025-11-19,Québec,Magasin,Maison,Aspirateur,4,133.73,0.1
ORD-102981,CUST-0814,2024-05-08,Québec,Magasin,Beauté,Crème,4,233.58,0.05
ORD-104320,CUST-0592,2025-08-30,Québec,En ligne,Maison,Mixeur,1,430.06,0.15
ORD-103074,CUST-0313,2024-03-16,Québec,En ligne,Beauté,Soin visage,3,64.7,0.1
ORD-106492,CUST-1125,2024-12-05,Colombie-Britannique,Magasin,Beauté,Soin visage,3,171.59,0.0
ORD-106473,CUST-1264,2025-08-07,Manitoba,Magasin,Électronique,Souris,1,483.38,0.05
ORD-107058,CUST-0754,2024-11-25,Québec,Magasin,Vêtements,Manteau,1,59.89,0.0
ORD-103035,CUST-0245,2025-11-08,Alberta,Téléphone,Sports,Tapis yoga,3,520.13,0.05
ORD-102135,CUST-0333,2025-04-27,Ontario,En ligne,Électronique,Écran,3,412.18,0.0
ORD-107952,CUST-0882,2025-02-07,Alberta,Magasin,Électronique,Écran,1,400.45,0.05
ORD-104942,CUST-1403,2025-03-20,Colombie-Britannique,Magasin,Électronique,Tablette,1,311.84,0.05
ORD-100134,CUST-1040,2025-12-11,Québec,Téléphone,Sports,Tapis yoga,1,473.89,0.0
ORD-107139,CUST-1009,2024-11-13,Manitoba,Magasin,Maison,Mixeur,3,286.04,0.0
ORD-104168,CUST-1149,2024-10-26,Ontario,En ligne,Maison,Cafetière,2,305.44,0.05
ORD-105602,CUST-1494,2024-03-26,Manitoba,Magasin,Sports,Raquette,1,627.37,0.0
ORD-107975,CUST-0472,2025-08-30,Manitoba,Téléphone,Vêtements,Veste,3,222.39,0.05
ORD-105186,CUST-0588,2025-07-31,Québec,Magasin,Sports,Sac sport,1,649.71,0.1
ORD-104087,CUST-1465,2024-05-24,Alberta,Téléphone,Électronique,Écran,1,497.03,0.1
ORD-102559,CUST-1384,2025-01-21,Manitoba,En ligne,Électronique,Souris,1,885.54,0.0
ORD-100062,CUST-0134,2024-02-27,Colombie-Britannique,Magasin,Électronique,Souris,1,786.34,0.0
ORD-105282,CUST-0485,2025-03-12,Alberta,En ligne,Maison,Cafetière,1,300.62,0.05
ORD-107036,CUST-0950,2025-02-08,Colombie-Britannique,Téléphone,Sports,Ballon,1,377.14,0.0
ORD-105749,CUST-1353,2025-03-23,Manitoba,Téléphone,Électronique,Clavier,1,693.17,0.0
ORD-101642,CUST-0129,2025-05-25,Québec,Téléphone,Vêtements,T-shirt,1,265.77,0.05
ORD-104224,CUST-1307,2025-06-09,Ontario,Magasin,Beauté,Soin visage,4,12.35,0.05
ORD-102467,CUST-1099,2024-05-22,Alberta,Téléphone,Sports,Ballon,5,180.8,0.1
ORD-100679,CUST-0854,2025-10-22,Colombie-Britannique,En ligne,Maison,Mixeur,2,430.88,0.1
ORD-104528,CUST-0684,2025-01-17,Ontario,Téléphone,Vêtements,Veste,1,23.37,0.05
ORD-100741,CUST-0369,2025-08-06,Manitoba,Magasin,Sports,Tapis yoga,4,445.46,0.05
ORD-101211,CUST-0993,2025-01-19,Manitoba,En ligne,Sports,Raquette,2,211.36,0.05
ORD-102170,CUST-1059,2025-05-08,Québec,Magasin,Vêtements,T-shirt,1,188.95,0.0
ORD-106101,CUST-0812,2025-09-12,Ontario,Téléphone,Vêtements,Veste,1,259.21,0.0
ORD-105532,CUST-1226,2025-07-27,Manitoba,Magasin,Électronique,Souris,2,558.94,0.15
ORD-105379,CUST-0080,2024-10-14,Ontario,En ligne,Électronique,Clavier,2,105.25,0.1
ORD-102900,CUST-0729,2025-09-12,Manitoba,Magasin,Vêtements,T-shirt,1,160.45,0.0
ORD-103258,CUST-1365,2024-12-07,Ontario,Magasin,Maison,Mixeur,2,325.57,0.1
ORD-100567,CUST-1341,2024-11-19,Québec,En ligne,Sports,Sac sport,3,264.9,0.1
ORD-101873,CUST-0417,2025-09-29,Québec,Téléphone,Sports,Vélo,5,554.16,0.2
ORD-100648,,2024-05-08,Manitoba,En ligne,Beauté,Shampoing,2,201.15,0.1
ORD-102596,CUST-1082,2024-01-13,Manitoba,Magasin,Électronique,Écran,1,525.72,0.0
ORD-101717,CUST-1121,2025-06-12,Manitoba,En ligne,Sports,Ballon,1,276.47,0.05
ORD-106720,CUST-1167,2024-09-09,Québec,Téléphone,Beauté,Parfum,1,178.42,0.1
ORD-102843,CUST-0277,2025-04-13,Colombie-Britannique,Magasin,Vêtements,Veste,2,171.32,0.0
ORD-101392,CUST-0926,2024-04-29,Alberta,Téléphone,Beauté,Crème,3,47.61,0.1
ORD-106076,CUST-0433,2025-07-23,Québec,Magasin,Sports,Vélo,1,574.54,0.05
ORD-103717,CUST-0337,2024-05-13,Colombie-Britannique,En ligne,Beauté,Soin visage,2,216.26,0.15
ORD-105385,CUST-1256,2025-11-18,Québec,Magasin,Beauté,Crème,2,41.14,0.05
ORD-106638,CUST-0209,2025-02-10,Québec,Magasin,Vêtements,Veste,2,66.92,0.05
ORD-105933,CUST-0910,2025-09-08,Alberta,En ligne,Beauté,Maquillage,5,115.88,0.0
ORD-100489,CUST-1296,2024-01-02,Ontario,Téléphone,Sports,Raquette,2,334.42,0.1
ORD-100493,CUST-1214,2024-09-24,Québec,Téléphone,Vêtements,T-shirt,3,275.77,0.0
ORD-100690,CUST-1228,2027-01-15,Colombie-Britannique,Magasin,Vêtements,Jean,1,127.32,0.15
ORD-105668,CUST-0086,2025-10-08,Manitoba,En ligne,Électronique,Tablette,1,503.08,0.0
ORD-100602,CUST-1371,2025-10-10,Manitoba,Magasin,Sports,Tapis yoga,2,44.67,0.1
ORD-101911,CUST-0938,2025-05-26,Colombie-Britannique,En ligne,Électronique,Clavier,1,337.62,0.1
ORD-105747,CUST-0775,2025-09-09,Ontario,En ligne,Sports,Sac sport,2,112.92,0.15
ORD-104051,CUST-1081,2024-09-05,Colombie-Britannique,En ligne,Sports,Ballon,2,583.55,0.0
ORD-104080,CUST-1453,2024-12-16,Ontario,En ligne,Électronique,Souris,1,805.28,0.0
ORD-105735,CUST-0231,2024-08-23,Colombie-Britannique,En ligne,Vêtements,Manteau,1,34.91,0.15
ORD-103846,CUST-0350,2025-05-28,Ontario,Magasin,Sports,Sac sport,1,255.85,0.0
ORD-104767,CUST-0769,2025-10-15,Ontario,En ligne,Vêtements,Veste,1,15.77,0.05
ORD-105542,CUST-0175,2025-08-03,Manitoba,En ligne,Électronique,Écran,1,770.21,0.1
ORD-102366,CUST-1364,2024-11-03,Colombie-Britannique,Téléphone,Électronique,Clavier,1,338.68,0.15
ORD-101187,CUST-1240,2025-04-25,Manitoba,Téléphone,Beauté,Crème,1,102.5,0.05
ORD-100274,CUST-1318,2025-07-24,Ontario,Téléphone,Sports,Raquette,3,214.05,0.1
ORD-104693,CUST-0732,2025-01-19,Colombie-Britannique,Téléphone,Maison,Lampe,1,226.52,0.0
ORD-104669,CUST-0895,2025-04-20,Alberta,En ligne,Vêtements,Jean,2,137.88,0.1
ORD-101361,CUST-1448,2025-04-20,Alberta,En ligne,Maison,Lampe,1,314.04,0.0
ORD-106375,CUST-1013,2025-09-26,Ontario,Magasin,Maison,Chaise,2,423.05,0.1
ORD-101526,CUST-0790,2025-01-21,Alberta,Téléphone,Sports,Tapis yoga,3,308.77,0.1
ORD-105646,CUST-1375,2025-12-08,Colombie-Britannique,En ligne,Vêtements,Veste,2,128.73,0.1
ORD-103992,CUST-0925,2025-11-10,Québec,Magasin,Vêtements,Veste,2,31.33,0.0
ORD-107959,CUST-1393,2025-04-05,Ontario,En ligne,Vêtements,T-shirt,5,275.49,0.05
ORD-101551,CUST-1207,2025-02-26,Québec,Magasin,Électronique,Tablette,4,509.2,0.2
ORD-100330,CUST-0883,2024-05-26,Ontario,En ligne,Vêtements,Manteau,3,93.59,0.15
ORD-107600,CUST-0062,2025-03-02,Colombie-Britannique,En ligne,Sports,Vélo,3,535.65,0.0
ORD-101337,CUST-1304,2024-04-25,Manitoba,Téléphone,Électronique,Tablette,1,747.74,0.1
ORD-103751,CUST-0556,2024-10-18,Manitoba,Téléphone,Maison,Cafetière,5,154.95,0.1
ORD-100945,CUST-0402,2025-08-28,Colombie-Britannique,Magasin,Maison,Mixeur,2,301.65,0.05
ORD-106354,CUST-0867,2025-11-12,Alberta,Téléphone,Sports,Sac sport,1,52.86,0.05
ORD-102250,CUST-0605,2025-10-10,Québec,Magasin,Sports,Tapis yoga,4,369.74,0.15
ORD-106358,CUST-0209,2025-08-24,Ontario,En ligne,Sports,Ballon,1,207.75,0.0
ORD-100801,CUST-1429,2024-10-09,Ontario,Téléphone,Maison,Aspirateur,1,389.47,0.1
ORD-104022,CUST-0215,2025-01-17,Colombie-Britannique,Magasin,Électronique,Souris,4,692.03,0.05
ORD-102346,CUST-0015,2024-02-10,Manitoba,Magasin,Électronique,Souris,4,154.69,0.15
ORD-100068,CUST-0824,2024-08-29,Alberta,Magasin,Maison,Cafetière,2,314.44,0.05
ORD-105926,CUST-0674,2025-08-18,Manitoba,Magasin,Électronique,Clavier,3,639.6,0.15
ORD-105753,CUST-0968,2025-07-14,Alberta,Téléphone,Sports,Vélo,3,629.99,0.0
ORD-102784,CUST-0179,2025-02-24,Ontario,Téléphone,Électronique,Clavier,1,66.24,0.1
ORD-101598,CUST-1086,2025-07-23,Ontario,Téléphone,Beauté,Maquillage,3,183.25,0.15
ORD-104254,CUST-1177,2025-10-10,Alberta,Magasin,Sports,Tapis yoga,2,638.89,0.0
ORD-104771,CUST-0728,2025-07-21,Alberta,Téléphone,Maison,Mixeur,1,224.09,0.15
ORD-105247,CUST-0369,2025-10-09,Alberta,En ligne,Électronique,Clavier,1,622.92,0.2
ORD-101503,CUST-0132,2025-02-24,Québec,En ligne,Maison,Lampe,3,420.5,0.05
ORD-103803,CUST-0339,2024-07-02,Alberta,En ligne,Vêtements,Veste,1,173.47,0.2
ORD-100150,CUST-0973,2025-08-15,Ontario,Magasin,Maison,Aspirateur,1,125.69,0.1
ORD-102804,CUST-0809,2024-01-09,Manitoba,En ligne,Maison,Chaise,1,51.8,0.0
ORD-104001,CUST-0993,2024-07-08,Alberta,En ligne,Électronique,Clavier,1,700.82,0.0
ORD-102086,CUST-0777,2024-11-29,Colombie-Britannique,Téléphone,Sports,Raquette,1,409.27,0.05
ORD-107366,CUST-0555,2025-11-22,Ontario,Magasin,Beauté,Crème,2,71.08,0.0
ORD-102259,CUST-1477,2024-11-11,Ontario,Téléphone,Vêtements,Veste,3,183.43,0.05
ORD-104028,CUST-0614,2025-05-31,Manitoba,Magasin,Sports,Sac sport,2,-472.49,0.15
ORD-107071,CUST-0407,2025-11-22,Alberta,Magasin,Électronique,Casque audio,1,82.51,0.05
ORD-106821,CUST-0392,2024-04-02,Québec,En ligne,Vêtements,T-shirt,4,178.82,0.0
ORD-104597,CUST-0110,2025-07-30,Québec,Téléphone,Vêtements,T-shirt,3,33.4,0.2
ORD-100859,CUST-1138,2024-01-20,Québec,Téléphone,Vêtements,Jean,1,171.4,0.1
ORD-103552,CUST-0602,2025-08-22,Alberta,Téléphone,Électronique,Écran,2,600.34,0.0
ORD-106597,CUST-0048,2025-09-02,Alberta,En ligne,Électronique,Tablette,5,750.98,0.05
ORD-103578,,2024-08-13,Colombie-Britannique,Magasin,Électronique,Casque audio,2,175.82,0.2
ORD-104863,CUST-1300,2024-12-17,Québec,Téléphone,Sports,Sac sport,1,174.68,0.0
ORD-107562,CUST-0370,2024-02-05,Ontario,En ligne,Électronique,Tablette,3,739.81,0.0
ORD-106009,CUST-0404,2025-01-24,Manitoba,Téléphone,Beauté,Soin visage,1,125.57,0.0
ORD-100366,CUST-1092,2025-02-15,Alberta,Téléphone,Sports,Raquette,1,687.43,0.05
ORD-101432,CUST-0717,2025-06-22,Québec,Téléphone,Maison,Aspirateur,2,370.52,0.05
ORD-104350,CUST-0046,2025-05-18,Ontario,Téléphone,Électronique,Tablette,2,508.04,0.05
ORD-105671,CUST-0590,2025-03-26,Ontario,Téléphone,Vêtements,Manteau,2,268.3,0.1
ORD-101779,CUST-0082,2024-03-16,Colombie-Britannique,Téléphone,Sports,Sac sport,1,693.89,0.05
ORD-103739,CUST-0585,2025-06-22,Colombie-Britannique,En ligne,Électronique,Tablette,3,86.64,0.0
ORD-105151,CUST-0977,2024-01-01,Alberta,Magasin,Maison,Cafetière,2,249.58,0.2
ORD-105491,CUST-0811,2024-02-04,Manitoba,Téléphone,Vêtements,Manteau,5,256.32,0.05
ORD-101818,CUST-1070,2025-03-26,Ontario,Magasin,Maison,Cafetière,2,83.02,0.15
ORD-105170,CUST-0973,2024-01-14,Québec,Magasin,Électronique,Souris,3,636.88,0.15
ORD-100841,CUST-0763,2024-08-08,Alberta,En ligne,Électronique,Écran,3,468.26,0.2
ORD-102704,CUST-0314,2024-10-02,Alberta,Magasin,Maison,Mixeur,3,155.51,0.0
ORD-101189,CUST-0125,2025-06-20,Ontario,En ligne,Beauté,Shampoing,1,81.75,0.05
ORD-100175,CUST-1325,2024-08-30,Ontario,Téléphone,Sports,Tapis yoga,1,184.27,0.0
ORD-107894,CUST-0886,2024-06-10,Alberta,Magasin,Sports,Tapis yoga,3,39.91,0.05
ORD-107602,CUST-0628,2025-02-02,Québec,Téléphone,Maison,Cafetière,2,219.36,0.05
ORD-100617,CUST-1391,2024-11-13,Québec,Téléphone,Vêtements,Manteau,1,130.52,0.0
ORD-102093,CUST-0112,2024-05-27,Manitoba,Téléphone,Vêtements,Chaussures,4,154.72,0.15
ORD-103308,CUST-1047,2024-09-27,Ontario,En ligne,Maison,Aspirateur,3,127.13,0.05
ORD-106436,CUST-0433,2025-09-01,Ontario,Magasin,Électronique,Clavier,4,152.07,0.05
ORD-103491,CUST-0521,2025-05-13,Ontario,Magasin,Sports,Tapis yoga,2,488.0,0.1
ORD-103905,CUST-0978,2025-02-27,Colombie-Britannique,En ligne,Vêtements,Chaussures,3,49.21,0.05
ORD-100082,CUST-1277,2025-11-22,Ontario,Téléphone,Sports,Raquette,1,609.79,0.0
ORD-105206,CUST-0808,2024-08-08,Québec,En ligne,Sports,Vélo,1,480.11,0.05
ORD-103208,CUST-1208,2025-07-15,Ontario,En ligne,Électronique,Tablette,1,70.65,0.1
ORD-100816,CUST-1448,2025-06-07,Alberta,Magasin,Beauté,Shampoing,1,87.55,0.05
ORD-101030,CUST-1149,2024-02-10,Alberta,En ligne,Sports,Ballon,3,505.68,0.1
ORD-104880,CUST-1233,2024-04-15,Colombie-Britannique,Magasin,Maison,Chaise,2,385.12,0.05
ORD-100300,CUST-0174,2025-07-12,Québec,Téléphone,Électronique,Tablette,2,106.11,0.15
ORD-104508,CUST-0164,2025-06-26,Colombie-Britannique,Téléphone,Sports,Tapis yoga,2,124.18,0.15
ORD-101472,CUST-1491,2025-10-02,Alberta,Magasin,Vêtements,Chaussures,2,68.34,0.0
ORD-100283,CUST-0247,2025-10-01,Alberta,Magasin,Beauté,Soin visage,2,87.52,0.2
ORD-102028,CUST-0224,2024-03-15,Ontario,En ligne,Maison,Cafetière,3,72.96,0.0
ORD-104755,CUST-0744,2024-05-29,Ontario,En ligne,Maison,Lampe,1,210.22,0.05
ORD-104961,CUST-1022,2024-04-14,Alberta,Téléphone,Sports,Raquette,1,535.5,0.05
ORD-106409,CUST-1433,2024-03-27,Québec,Téléphone,Beauté,Shampoing,1,164.39,0.1
ORD-102915,CUST-0639,2025-03-11,Manitoba,En ligne,Électronique,Clavier,0,369.71,0.05
ORD-101813,CUST-1241,2024-04-07,Alberta,Magasin,Vêtements,Jean,3,70.38,0.0
ORD-101271,CUST-1348,2024-05-11,Québec,Magasin,Électronique,Écran,2,52.03,0.1
ORD-105519,CUST-1232,2024-06-14,Québec,En ligne,Vêtements,Chaussures,4,124.99,0.1
ORD-105266,CUST-0742,2024-09-23,Ontario,Téléphone,Sports,Ballon,3,205.58,0.1
ORD-106851,CUST-0184,2024-11-19,Alberta,Magasin,Beauté,Soin visage,1,14.31,0.0
ORD-107879,CUST-0681,2025-06-25,Québec,En ligne,Beauté,Maquillage,1,72.22,0.0
ORD-105125,CUST-0936,2025-03-17,Québec,Téléphone,Sports,Raquette,1,651.82,0.0
ORD-103728,CUST-0652,2024-07-07,Alberta,En ligne,Électronique,Casque audio,1,261.66,0.05
ORD-103150,CUST-0233,2025-11-08,Alberta,Magasin,Vêtements,Jean,2,15.59,0.2
ORD-100820,CUST-0768,2025-03-17,Manitoba,Téléphone,Sports,Raquette,1,137.29,0.05
ORD-102313,CUST-0002,2025-01-28,Ontario,En ligne,Vêtements,Veste,1,156.35,0.2
ORD-102008,CUST-1253,2024-05-31,Québec,Magasin,Sports,Sac sport,3,325.12,0.1
ORD-104881,CUST-0837,2025-03-16,Colombie-Britannique,Magasin,Sports,Tapis yoga,2,171.44,0.05
ORD-102642,CUST-1285,2025-05-26,Québec,En ligne,Beauté,Maquillage,1,88.9,0.0
ORD-104359,CUST-0130,2025-04-29,Alberta,En ligne,Vêtements,Manteau,5,213.83,0.0
ORD-103745,CUST-0119,2024-02-11,Manitoba,En ligne,Sports,Ballon,2,275.76,0.1
ORD-107364,CUST-0507,2024-05-23,Manitoba,Magasin,Maison,Aspirateur,3,217.62,0.2
ORD-102305,CUST-0194,2024-12-28, manitoba ,Téléphone,Maison,Chaise,1,292.79,0.1
ORD-106858,CUST-0315,2025-09-30,Manitoba,En ligne,Maison,Aspirateur,1,84.33,0.05
ORD-105824,CUST-1410,2025-01-24,Manitoba,Téléphone,Sports,Vélo,2,467.52,0.05
ORD-100099,CUST-0579,2025-01-25,Alberta,En ligne,Maison,Chaise,4,319.63,0.0
ORD-104746,CUST-0018,2024-03-09,Colombie-Britannique,En ligne,Vêtements,Manteau,1,295.55,0.0
ORD-100744,CUST-1399,2024-04-01,Manitoba,Téléphone,Vêtements,Jean,2,148.17,0.0
ORD-107761,CUST-0896,2025-08-23,Québec,En ligne,Vêtements,Jean,2,165.02,0.0
ORD-106070,CUST-1080,2024-02-10,Québec,Téléphone,Vêtements,T-shirt,1,163.13,0.1
ORD-104055,CUST-0121,2025-04-22,Québec,Téléphone,Sports,Tapis yoga,5,-121.84,0.0
ORD-100480,CUST-0447,2025-03-03,Alberta,Téléphone,Vêtements,Jean,1,154.48,0.1
ORD-105351,CUST-0207,2025-03-04,Colombie-Britannique,En ligne,Sports,Tapis yoga,2,86.44,0.15
ORD-107840,CUST-1090,2025-06-14,Québec,Téléphone,Maison,Chaise,2,314.52,0.0
ORD-105716,CUST-1265,2025-02-12,Colombie-Britannique,Magasin,Sports,Tapis yoga,1,38.85,0.1
ORD-101157,CUST-1425,2025-01-08,Québec,Téléphone,Beauté,Parfum,1,232.6,0.0
ORD-106771,CUST-0171,2025-04-07,Ontario,Magasin,Vêtements,Manteau,3,279.45,0.1
ORD-105227,CUST-0691,2024-05-23,Alberta,En ligne,Sports,Tapis yoga,0,440.28,0.05
ORD-105965,CUST-1085,2025-12-26,Alberta,Téléphone,Vêtements,Manteau,3,288.1,0.15
ORD-101437,CUST-0036,2024-06-26,Alberta,Magasin,Vêtements,Chaussures,3,53.01,0.0
ORD-102414,CUST-0180,2025-01-15,Alberta,Magasin,Beauté,Soin visage,3,207.57,0.1
ORD-103554,CUST-0282,2024-07-20,Alberta,Téléphone,Sports,Vélo,3,195.73,0.05
ORD-104974,CUST-0065,2025-12-28,Ontario,Magasin,Électronique,Écran,2,329.02,0.1
ORD-100402,CUST-0500,2025-04-08,Colombie-Britannique,Magasin,Beauté,Parfum,3,245.66,0.1
ORD-105493,CUST-0506,2024-08-14,Ontario,Magasin,Sports,Ballon,3,91.94,0.15
ORD-102195,CUST-1268,2025-10-22,Colombie-Britannique,Téléphone,Maison,Chaise,2,97.94,0.0
ORD-100949,CUST-0623,2024-07-01,Alberta,En ligne,Électronique,Écran,1,412.64,0.1
ORD-107825,CUST-0136,2025-12-24,Québec,Magasin,Électronique,Tablette,2,187.47,0.15
ORD-102067,CUST-0932,2025-05-12,Québec,Magasin,Vêtements,Chaussures,2,189.26,0.0
ORD-107692,CUST-0970,2025-09-20,Québec,Téléphone,Beauté,Parfum,1,233.78,0.1
ORD-105665,CUST-0837,2025-01-25,Colombie-Britannique,En ligne,Vêtements,Chaussures,2,40.23,0.05
ORD-100668,CUST-0282,2025-10-22,Colombie-Britannique,En ligne,Vêtements,T-shirt,2,86.87,0.05
ORD-100218,CUST-0364,2024-11-16,Québec,En ligne,Vêtements,Veste,1,297.86,0.15
ORD-103366,CUST-0764,2024-03-23,Alberta,Magasin,Électronique,Écran,4,56.85,0.0
ORD-107780,CUST-1132,2025-11-05,Manitoba,Magasin,Maison,Lampe,2,418.08,0.0
ORD-101962,CUST-0215,2025-10-14,Manitoba,En ligne,Sports,Raquette,1,617.3,0.1
ORD-104870,CUST-0325,2025-04-26,Alberta,Magasin,Électronique,Tablette,1,376.05,0.1
ORD-105856,CUST-0299,2024-03-30,Québec,Téléphone,Beauté,Shampoing,1,141.49,0.05
ORD-102213,CUST-0803,2024-09-02,Ontario,Magasin,Sports,Vélo,4,82.13,0.1
ORD-102633,CUST-0167,2024-01-16,Québec,En ligne,Maison,Mixeur,4,425.51,0.0
ORD-101659,CUST-1063,2024-06-10,Ontario,Magasin,Maison,Mixeur,2,273.1,0.15
ORD-106591,CUST-0973,2025-10-11,Colombie-Britannique,Magasin,Sports,Raquette,4,178.73,0.05
ORD-105418,CUST-1472,2024-01-08,Colombie-Britannique,En ligne,Électronique,Tablette,1,434.84,0.15
ORD-105359,CUST-0151,2024-09-03,Ontario,Magasin,Vêtements,Chaussures,4,249.54,0.15
ORD-105540,CUST-0227,2024-09-22,Colombie-Britannique,En ligne,Électronique,Clavier,1,637.57,0.0
ORD-102145,CUST-1325,2024-03-17,Ontario,En ligne,Beauté,Shampoing,2,246.96,0.1
ORD-100777,CUST-0720,2024-03-15,Alberta,Téléphone,Beauté,Maquillage,2,45.06,0.15
ORD-102434,CUST-0588,2024-08-14,Colombie-Britannique,Magasin,Maison,Chaise,1,112.41,0.1
ORD-103066,CUST-0653,2024-03-16,Manitoba,En ligne,Électronique,Souris,3,547.03,0.05
ORD-106618,CUST-0286,2024-10-02,Colombie-Britannique,En ligne,Électronique,Souris,2,360.02,0.1
ORD-105804,CUST-1397,2024-02-02,Colombie-Britannique,En ligne,Beauté,Soin visage,3,125.19,0.1
ORD-104761,CUST-0146,2025-01-25,Manitoba,Magasin,Sports,Tapis yoga,1,116.64,0.05
ORD-104919,CUST-1210,2024-12-07,Manitoba,Magasin,Maison,Chaise,3,316.33,0.1
ORD-101491,CUST-0307,2025-05-14,Manitoba,En ligne,Électronique,Souris,1,322.45,0.05
ORD-103545,CUST-0233,2025-05-31,Manitoba,En ligne,Maison,Chaise,2,217.17,0.05
ORD-103153,CUST-1465,2024-01-30,Ontario,En ligne,Sports,Sac sport,2,364.89,0.0
ORD-104204,CUST-0637,2024-09-13,Québec,Téléphone,Sports,Raquette,1,412.08,0.1
ORD-103771,CUST-0445,2024-05-01,Québec,Magasin,Vêtements,T-shirt,1,61.88,0.15
ORD-104176,CUST-0954,2024-05-07,Colombie-Britannique,Magasin,Beauté,Soin visage,2,207.35,0.1
ORD-106054,CUST-0143,2024-03-11,Québec,Téléphone,Électronique,Clavier,3,717.27,0.05
ORD-104689,CUST-1205,2024-12-07,Colombie-Britannique,Téléphone,Sports,Tapis yoga,1,287.25,0.15
ORD-100517,CUST-0556,2025-02-02,Alberta,Téléphone,Vêtements,T-shirt,4,255.79,0.0
ORD-104180,CUST-1020,2025-02-25,Colombie-Britannique,Téléphone,Maison,Chaise,1,444.84,0.0
ORD-104205,CUST-0831,2024-10-07,Ontario,Magasin,Sports,Tapis yoga,4,336.08,0.0
ORD-106173,CUST-0718,2025-12-21,Alberta,En ligne,Beauté,Soin visage,2,44.76,0.05
ORD-105549,CUST-0258,2025-06-29,Manitoba,Magasin,Beauté,Parfum,1,72.09,0.15
ORD-107860,CUST-0161,2025-02-20,Manitoba,Magasin,Électronique,Casque audio,1,201.62,0.0
ORD-106187,CUST-0941,2024-08-10,Ontario,Téléphone,Vêtements,Jean,1,76.89,0.15
ORD-101415,CUST-0572,2024-10-20,Ontario,Magasin,Sports,Sac sport,2,609.28,0.0
ORD-100568,CUST-0720,2024-09-25,Québec,Magasin,Vêtements,Veste,4,165.97,0.1
ORD-100360,CUST-0665,2024-02-02,Ontario,Téléphone,Sports,Ballon,1,196.92,0.0
ORD-106452,CUST-0349,2025-02-01,Manitoba,En ligne,Électronique,Casque audio,1,695.87,0.0
ORD-106961,CUST-0121,2024-10-26,Alberta,En ligne,Beauté,Maquillage,2,93.44,0.15
ORD-105267,CUST-0597,2025-10-23,Québec,Magasin,Maison,Mixeur,1,405.8,0.1
ORD-106610,CUST-0214,2025-10-18,Manitoba,Magasin,Sports,Sac sport,1,160.94,0.1
ORD-103100,CUST-0436,2025-03-03,Manitoba,Téléphone,Vêtements,Manteau,1,65.47,0.15
ORD-103994,CUST-0240,2024-09-10,Colombie-Britannique,Magasin,Beauté,Shampoing,1,14.2,0.05
ORD-100759,CUST-0988,2024-08-07,Manitoba,Magasin,Électronique,Casque audio,2,272.19,0.0
ORD-103548,CUST-1003,2025-09-19,Alberta,En ligne,Électronique,Tablette,1,58.63,0.1
ORD-104427,CUST-1265,2024-06-19,Québec,En ligne,Électronique,Écran,5,792.66,0.05
ORD-107597,CUST-1322,2024-05-22,Colombie-Britannique,Magasin,Beauté,Soin visage,2,230.67,0.15
ORD-107791,CUST-1309,2025-02-07,Manitoba,Magasin,Électronique,Écran,2,81.29,0.15
ORD-106558,CUST-0463,2025-01-11,Ontario,Magasin,Beauté,Soin visage,1,178.1,0.0
ORD-105391,CUST-0755,2025-09-19,Manitoba,En ligne,Vêtements,Veste,4,294.09,0.1
ORD-100214,CUST-0149,2024-08-17,Ontario,Téléphone,Électronique,Souris,1,727.31,0.0
ORD-103869,CUST-0637,2025-10-25,Manitoba,Magasin,Sports,Ballon,2,283.62,0.0
ORD-106109,CUST-0703,2024-02-18,Manitoba,Magasin,Beauté,Crème,1,81.35,0.05
ORD-103768,CUST-0090,2025-05-02,Alberta,Magasin,Maison,Mixeur,1,488.74,0.2
ORD-104914,CUST-1167,2025-02-26,Québec,Magasin,Maison,Mixeur,2,401.98,0.0
